Date,SR30Y
2016-10-19,1.544327
2016-10-20,1.520521
2016-10-21,1.493431
2016-10-24,1.515315
2016-10-25,1.53699
2016-10-26,1.600442
2016-10-27,1.694015
2016-10-28,1.734693
2016-10-31,1.703953
2016-11-01,1.750329
2016-11-02,1.702935
2016-11-03,1.720713
2016-11-04,1.69503
2016-11-07,1.742589
2016-11-08,1.738374
2016-11-09,1.79749
2016-11-10,1.960996
2016-11-11,2.013134
2016-11-14,2.106081
2016-11-15,2.000486
2016-11-16,2.014885
2016-11-17,2.02577
2016-11-18,1.974178
2016-11-21,2.007973
2016-11-22,1.961006
2016-11-23,2.062651
2016-11-24,2.023521
2016-11-25,2.049063
2016-11-28,2.007081
2016-11-29,2.008092
2016-11-30,1.989984
2016-12-01,2.070947
2016-12-02,2.083197
2016-12-05,2.079233
2016-12-06,2.03299
2016-12-07,2.027834
2016-12-08,2.084605
2016-12-09,2.169014
2016-12-12,2.24751
2016-12-13,2.151105
2016-12-14,2.078193
2016-12-15,2.101607
2016-12-16,2.03121
2016-12-19,2.001705
2016-12-20,1.967023
2016-12-21,1.950814
2016-12-22,1.968321
2016-12-23,1.929133
2016-12-27,1.906953
2016-12-28,1.931389
2016-12-29,1.878329
2016-12-30,1.955379
2017-01-02,1.913055
2017-01-03,2.037689
2017-01-04,2.093365
2017-01-05,2.128432
2017-01-06,2.126122
2017-01-09,2.133086
2017-01-10,2.122078
2017-01-11,2.087969
2017-01-12,2.110645
2017-01-13,2.154755
2017-01-16,2.176737
2017-01-17,2.132004
2017-01-18,2.194321
2017-01-19,2.266027
2017-01-20,2.279201
2017-01-23,2.271513
2017-01-24,2.248784
2017-01-25,2.31877
2017-01-26,2.329335
2017-01-27,2.324451
2017-01-30,2.344889
2017-01-31,2.335041
2017-02-01,2.391503
2017-02-02,2.329837
2017-02-03,2.396836
2017-02-06,2.38949
2017-02-07,2.422792
2017-02-08,2.375304
2017-02-09,2.293982
2017-02-10,2.359766
2017-02-13,2.35068
2017-02-14,2.33905
2017-02-15,2.401047
2017-02-16,2.350477
2017-02-17,2.303017
2017-02-20,2.313511
2017-02-21,2.337902
2017-02-22,2.314402
2017-02-23,2.290647
2017-02-24,2.241935
2017-02-27,2.169535
2017-02-28,2.162451
2017-03-01,2.216669
2017-03-02,2.230725
2017-03-03,2.246891
2017-03-06,2.224169
