model,train_years,horizon,horizon_days,checkpoint_index,checkpoint_date,rmse,rmdse
LSTM,1Y,2M,42,712,2007-07-05,1.474823236465454,1.1738781929016113
LSTM,1Y,2M,42,722,2007-07-19,1.472887396812439,1.0150666236877441
LSTM,1Y,2M,42,732,2007-08-02,1.3947988748550415,0.8750662207603455
LSTM,1Y,2M,42,742,2007-08-16,1.0539219379425049,0.6735799312591553
LSTM,1Y,2M,42,752,2007-08-30,0.9329802989959717,0.4841153919696808
LSTM,1Y,2M,42,762,2007-09-13,0.8869251012802124,0.5090421438217163
LSTM,1Y,2M,42,772,2007-09-27,0.976698100566864,0.554718017578125
LSTM,1Y,2M,42,782,2007-10-11,0.9378812313079834,0.5465558171272278
LSTM,1Y,2M,42,792,2007-10-25,1.0362927913665771,0.7026411890983582
LSTM,1Y,2M,42,802,2007-11-08,0.9717162251472473,0.6942676901817322
LSTM,1Y,2M,42,812,2007-11-22,2.01486873626709,0.8447950482368469
LSTM,1Y,2M,42,822,2007-12-06,2.150697946548462,0.8930466771125793
LSTM,1Y,2M,42,832,2007-12-20,2.160020589828491,0.8394454717636108
LSTM,1Y,2M,42,842,2008-01-09,2.3134968280792236,1.3529393672943115
LSTM,1Y,2M,42,852,2008-01-23,2.0302958488464355,1.0741688013076782
LSTM,1Y,2M,42,862,2008-02-06,1.679854393005371,1.0946710109710693
LSTM,1Y,2M,42,872,2008-02-20,1.6014848947525024,1.0433800220489502
LSTM,1Y,2M,42,882,2008-03-05,1.4505587816238403,0.662611186504364
LSTM,1Y,2M,42,892,2008-03-19,1.3699827194213867,0.8197121620178223
LSTM,1Y,2M,42,902,2008-04-04,0.8970789909362793,0.7011566758155823
LSTM,1Y,2M,42,912,2008-04-18,0.9244580268859863,0.5735378861427307
LSTM,1Y,2M,42,922,2008-05-02,1.07152259349823,0.690428614616394
LSTM,1Y,2M,42,932,2008-05-16,1.2426764965057373,0.954764723777771
LSTM,1Y,2M,42,942,2008-05-30,1.4170008897781372,1.0886715650558472
LSTM,1Y,2M,42,952,2008-06-13,1.3587523698806763,1.063833236694336
LSTM,1Y,2M,42,962,2008-06-27,1.442232608795166,0.9901711940765381
LSTM,1Y,2M,42,972,2008-07-11,1.607580304145813,1.025446891784668
LSTM,1Y,2M,42,982,2008-07-25,2.1317944526672363,1.1842715740203857
LSTM,1Y,2M,42,992,2008-08-08,2.6556220054626465,1.2846183776855469
LSTM,1Y,2M,42,1002,2008-08-22,3.768949508666992,1.9713772535324097
LSTM,1Y,2M,42,1012,2008-09-05,4.127914905548096,2.4185791015625
LSTM,1Y,2M,42,1022,2008-09-19,4.115652561187744,2.678959846496582
LSTM,1Y,2M,42,1032,2008-10-03,4.47551155090332,2.929104804992676
LSTM,1Y,2M,42,1042,2008-10-17,3.641709804534912,2.4745023250579834
LSTM,1Y,2M,42,1052,2008-10-31,3.380253314971924,1.451069951057434
LSTM,1Y,2M,42,1062,2008-11-14,3.0008997917175293,1.305692434310913
LSTM,1Y,2M,42,1072,2008-11-28,2.7226336002349854,1.7578299045562744
LSTM,1Y,2M,42,1082,2008-12-12,1.8759851455688477,1.211132526397705
LSTM,1Y,2M,42,1092,2008-12-30,2.1026463508605957,1.3155728578567505
LSTM,1Y,2M,42,1102,2009-01-14,2.422456741333008,1.5696473121643066
LSTM,1Y,2M,42,1112,2009-01-28,2.363999605178833,1.615195870399475
LSTM,1Y,2M,42,1122,2009-02-11,2.6295480728149414,1.661624789237976
LSTM,1Y,2M,42,1132,2009-02-25,2.677293300628662,1.522023320198059
LSTM,1Y,2M,42,1142,2009-03-11,2.2606093883514404,1.3752232789993286
LSTM,1Y,2M,42,1152,2009-03-25,2.0314464569091797,1.3354681730270386
LSTM,1Y,2M,42,1162,2009-04-08,1.7401652336120605,1.2566282749176025
LSTM,1Y,2M,42,1172,2009-04-24,1.5767788887023926,0.8956092000007629
LSTM,1Y,2M,42,1182,2009-05-08,1.7314847707748413,1.0555747747421265
LSTM,1Y,2M,42,1192,2009-05-22,1.6906037330627441,1.005886197090149
LSTM,1Y,2M,42,1202,2009-06-05,1.5085935592651367,1.206167459487915
LSTM,1Y,2M,42,1212,2009-06-19,1.5003013610839844,1.0149598121643066
LSTM,1Y,2M,42,1222,2009-07-03,1.385411024093628,1.0423567295074463
LSTM,1Y,2M,42,1232,2009-07-17,1.1807148456573486,0.8304516673088074
LSTM,1Y,2M,42,1242,2009-07-31,1.1903315782546997,0.8425387144088745
LSTM,1Y,2M,42,1252,2009-08-14,1.2656183242797852,0.7781884074211121
LSTM,1Y,2M,42,1262,2009-08-28,1.3811756372451782,1.0621691942214966
LSTM,1Y,2M,42,1272,2009-09-11,1.3758834600448608,0.9051815867424011
LSTM,1Y,2M,42,1282,2009-09-25,1.4858343601226807,1.115661382675171
LSTM,1Y,2M,42,1292,2009-10-09,1.4480445384979248,1.0241761207580566
LSTM,1Y,2M,42,1302,2009-10-23,1.400557518005371,1.1153357028961182
LSTM,1Y,2M,42,1312,2009-11-06,1.208142638206482,0.6502284407615662
LSTM,1Y,2M,42,1322,2009-11-20,1.2193403244018555,0.8020073771476746
LSTM,1Y,2M,42,1332,2009-12-04,1.3109441995620728,0.5434211492538452
LSTM,1Y,2M,42,1342,2009-12-18,1.286984920501709,0.7672126293182373
LSTM,1Y,2M,42,1352,2010-01-05,1.315960168838501,0.9276907444000244
LSTM,1Y,2M,42,1362,2010-01-19,1.3532366752624512,1.0131291151046753
LSTM,1Y,2M,42,1372,2010-02-02,1.1812286376953125,0.6698782444000244
LSTM,1Y,2M,42,1382,2010-02-16,0.9785215258598328,0.6223428249359131
LSTM,1Y,2M,42,1392,2010-03-02,1.1261677742004395,0.6194309592247009
LSTM,1Y,2M,42,1402,2010-03-16,2.316847324371338,0.7695531249046326
LSTM,1Y,2M,42,1412,2010-03-30,2.4588406085968018,1.1942689418792725
LSTM,1Y,2M,42,1422,2010-04-15,2.581162214279175,1.3405301570892334
LSTM,1Y,2M,42,1432,2010-04-29,2.4366202354431152,1.3184462785720825
LSTM,1Y,2M,42,1442,2010-05-13,1.827901005744934,1.3027024269104004
LSTM,1Y,2M,42,1452,2010-05-27,1.6401792764663696,1.038640022277832
LSTM,1Y,2M,42,1462,2010-06-10,1.4191961288452148,0.8177073001861572
LSTM,1Y,2M,42,1472,2010-06-24,1.6924184560775757,1.0081647634506226
LSTM,1Y,2M,42,1482,2010-07-08,1.3222934007644653,0.8246992826461792
LSTM,1Y,2M,42,1492,2010-07-22,1.379963755607605,1.0917397737503052
LSTM,1Y,2M,42,1502,2010-08-05,1.3018079996109009,0.940268874168396
LSTM,1Y,2M,42,1512,2010-08-19,1.1083831787109375,0.6637731790542603
LSTM,1Y,2M,42,1522,2010-09-02,0.8266892433166504,0.5086329579353333
LSTM,1Y,2M,42,1532,2010-09-16,1.0228694677352905,0.525025486946106
LSTM,1Y,2M,42,1542,2010-09-30,1.1278910636901855,0.6084498763084412
LSTM,1Y,2M,42,1552,2010-10-14,1.2694413661956787,0.7680915594100952
LSTM,1Y,2M,42,1562,2010-10-28,1.2201385498046875,0.8443729281425476
LSTM,1Y,2M,42,1572,2010-11-11,1.699060082435608,1.2257826328277588
LSTM,1Y,2M,42,1582,2010-11-25,1.2426271438598633,0.8618159294128418
LSTM,1Y,2M,42,1592,2010-12-09,0.9688318371772766,0.6464161276817322
LSTM,1Y,2M,42,1602,2010-12-23,1.0246095657348633,0.6199518442153931
LSTM,1Y,2M,42,1612,2011-01-10,1.0860897302627563,0.685451328754425
LSTM,1Y,2M,42,1622,2011-01-24,1.0715070962905884,0.6814700961112976
LSTM,1Y,2M,42,1632,2011-02-07,1.0660847425460815,0.6536278128623962
LSTM,1Y,2M,42,1642,2011-02-21,1.15940523147583,0.7839343547821045
LSTM,1Y,2M,42,1652,2011-03-07,1.1948144435882568,0.5239430069923401
LSTM,1Y,2M,42,1662,2011-03-21,1.2916247844696045,0.5838433504104614
LSTM,1Y,2M,42,1672,2011-04-04,1.033769965171814,0.6068748235702515
LSTM,1Y,2M,42,1682,2011-04-18,1.1030988693237305,0.916046142578125
LSTM,1Y,2M,42,1692,2011-05-04,1.1482858657836914,0.880825936794281
LSTM,1Y,2M,42,1702,2011-05-18,1.204270601272583,0.7905676960945129
LSTM,1Y,2M,42,1712,2011-06-01,1.2691693305969238,0.8015081882476807
LSTM,1Y,2M,42,1722,2011-06-15,2.000357151031494,1.1441607475280762
LSTM,1Y,2M,42,1732,2011-06-29,2.147388458251953,1.2029094696044922
LSTM,1Y,2M,42,1742,2011-07-13,2.499138116836548,1.5976123809814453
LSTM,1Y,2M,42,1752,2011-07-27,2.7142863273620605,1.8410643339157104
LSTM,1Y,2M,42,1762,2011-08-10,2.910804510116577,2.0488507747650146
LSTM,1Y,2M,42,1772,2011-08-24,2.578425645828247,2.0180504322052
LSTM,1Y,2M,42,1782,2011-09-07,2.679440975189209,2.087289810180664
LSTM,1Y,2M,42,1792,2011-09-21,2.5124166011810303,1.8514593839645386
LSTM,1Y,2M,42,1802,2011-10-05,2.3511011600494385,1.437174916267395
LSTM,1Y,2M,42,1812,2011-10-19,2.5866429805755615,1.575919270515442
LSTM,1Y,2M,42,1822,2011-11-02,1.955029845237732,1.331967830657959
LSTM,1Y,2M,42,1832,2011-11-16,2.1067965030670166,1.2311664819717407
LSTM,1Y,2M,42,1842,2011-11-30,1.497351884841919,1.0453853607177734
LSTM,1Y,2M,42,1852,2011-12-14,1.3040111064910889,0.9239870309829712
LSTM,1Y,2M,42,1862,2011-12-29,1.0819789171218872,0.6143867373466492
LSTM,1Y,2M,42,1872,2012-01-12,1.062462329864502,0.5843625068664551
LSTM,1Y,2M,42,1882,2012-01-26,1.0366458892822266,0.4956332743167877
LSTM,1Y,2M,42,1892,2012-02-09,1.245126724243164,0.8430091142654419
LSTM,1Y,2M,42,1902,2012-02-23,1.478042483329773,0.8338159918785095
LSTM,1Y,2M,42,1912,2012-03-08,1.4786434173583984,0.9634841084480286
LSTM,1Y,2M,42,1922,2012-03-22,1.5989755392074585,1.037096381187439
LSTM,1Y,2M,42,1932,2012-04-05,1.50785231590271,1.145656704902649
LSTM,1Y,2M,42,1942,2012-04-23,1.3289707899093628,0.9190226793289185
LSTM,1Y,2M,42,1952,2012-05-07,1.4500902891159058,0.6143897771835327
LSTM,1Y,2M,42,1962,2012-05-21,1.4693528413772583,0.7912444472312927
LSTM,1Y,2M,42,1972,2012-06-04,1.675402045249939,0.7801597714424133
LSTM,1Y,2M,42,1982,2012-06-18,1.8241490125656128,0.9452175498008728
LSTM,1Y,2M,42,1992,2012-07-02,1.5623924732208252,0.8084912896156311
LSTM,1Y,2M,42,2002,2012-07-16,1.5958012342453003,0.920307993888855
LSTM,1Y,2M,42,2012,2012-07-30,1.4207592010498047,0.7639960050582886
LSTM,1Y,2M,42,2022,2012-08-13,1.2153502702713013,0.7588520050048828
LSTM,1Y,2M,42,2032,2012-08-27,1.2900996208190918,0.7851640582084656
LSTM,1Y,2M,42,2042,2012-09-10,1.2588415145874023,0.8183861970901489
LSTM,1Y,2M,42,2052,2012-09-24,1.2302830219268799,0.6471136808395386
LSTM,1Y,2M,42,2062,2012-10-08,1.0466017723083496,0.6087032556533813
LSTM,1Y,2M,42,2072,2012-10-22,0.9294537901878357,0.5398367643356323
LSTM,1Y,2M,42,2082,2012-11-05,0.8741579651832581,0.3634151220321655
LSTM,1Y,2M,42,2092,2012-11-19,0.6547015905380249,0.35685694217681885
LSTM,1Y,2M,42,2102,2012-12-03,0.8663606643676758,0.28527867794036865
LSTM,1Y,2M,42,2112,2012-12-17,0.8876319527626038,0.41382020711898804
LSTM,1Y,2M,42,2122,2013-01-03,1.1064058542251587,0.5551126599311829
LSTM,1Y,2M,42,2132,2013-01-17,1.207118034362793,0.7339998483657837
LSTM,1Y,2M,42,2142,2013-01-31,1.3106045722961426,0.9242822527885437
LSTM,1Y,2M,42,2152,2013-02-14,1.280255675315857,0.8518379330635071
LSTM,1Y,2M,42,2162,2013-02-28,1.1632447242736816,0.6899785399436951
LSTM,1Y,2M,42,2172,2013-03-14,1.135416030883789,0.6699655652046204
LSTM,1Y,2M,42,2182,2013-03-28,1.1239032745361328,0.5318278074264526
LSTM,1Y,2M,42,2192,2013-04-15,1.051631212234497,0.6664915680885315
LSTM,1Y,2M,42,2202,2013-04-29,1.1189584732055664,0.6397941708564758
LSTM,1Y,2M,42,2212,2013-05-13,1.306597352027893,0.7458678483963013
LSTM,1Y,2M,42,2222,2013-05-27,1.271423101425171,0.7396536469459534
LSTM,1Y,2M,42,2232,2013-06-10,1.136991262435913,0.6494315266609192
LSTM,1Y,2M,42,2242,2013-06-24,1.1575244665145874,0.833023726940155
LSTM,1Y,2M,42,2252,2013-07-08,0.9360512495040894,0.5347647070884705
LSTM,1Y,2M,42,2262,2013-07-22,0.909253716468811,0.5165897011756897
LSTM,1Y,2M,42,2272,2013-08-05,1.008049726486206,0.6214717030525208
LSTM,1Y,2M,42,2282,2013-08-19,0.9068326950073242,0.4560089111328125
LSTM,1Y,2M,42,2292,2013-09-02,0.697919487953186,0.43625038862228394
LSTM,1Y,2M,42,2302,2013-09-16,0.8491305112838745,0.4742000997066498
LSTM,1Y,2M,42,2312,2013-09-30,0.7654758095741272,0.5640522837638855
LSTM,1Y,2M,42,2322,2013-10-14,1.0484997034072876,0.7256383299827576
LSTM,1Y,2M,42,2332,2013-10-28,0.8877894878387451,0.6192297339439392
LSTM,1Y,2M,42,2342,2013-11-11,1.0691732168197632,0.7544121742248535
LSTM,1Y,2M,42,2352,2013-11-25,1.014024019241333,0.5466095805168152
LSTM,1Y,2M,42,2362,2013-12-09,1.047603726387024,0.4629400074481964
LSTM,1Y,2M,42,2372,2013-12-23,0.9308012127876282,0.5145620107650757
LSTM,1Y,2M,42,2382,2014-01-09,1.0321069955825806,0.3608745038509369
LSTM,1Y,2M,42,2392,2014-01-23,1.066999077796936,0.4899856448173523
LSTM,1Y,2M,42,2402,2014-02-06,1.0554070472717285,0.6167653799057007
LSTM,1Y,2M,42,2412,2014-02-20,1.0748162269592285,0.6573782563209534
LSTM,1Y,2M,42,2422,2014-03-06,0.9224687814712524,0.6734649538993835
LSTM,1Y,2M,42,2432,2014-03-20,1.2484949827194214,0.7978019714355469
LSTM,1Y,2M,42,2442,2014-04-03,0.7825896143913269,0.5145329833030701
LSTM,1Y,2M,42,2452,2014-04-17,0.651153564453125,0.32913559675216675
LSTM,1Y,2M,42,2462,2014-05-05,0.6495817303657532,0.39386314153671265
LSTM,1Y,2M,42,2472,2014-05-19,0.7669461965560913,0.5314358472824097
LSTM,1Y,2M,42,2482,2014-06-02,0.8289939165115356,0.6287260055541992
LSTM,1Y,2M,42,2492,2014-06-16,0.9593444466590881,0.7489776015281677
LSTM,1Y,2M,42,2502,2014-06-30,1.0225166082382202,0.9235304594039917
LSTM,1Y,2M,42,2512,2014-07-14,1.021088719367981,0.6653852462768555
LSTM,1Y,2M,42,2522,2014-07-28,0.9053323864936829,0.678541362285614
LSTM,1Y,2M,42,2532,2014-08-11,1.017366647720337,0.7157121300697327
LSTM,1Y,2M,42,2542,2014-08-25,1.2217093706130981,0.5503427982330322
LSTM,1Y,2M,42,2552,2014-09-08,1.3803631067276,0.889829158782959
LSTM,1Y,2M,42,2562,2014-09-22,1.4190682172775269,0.8988811373710632
LSTM,1Y,2M,42,2572,2014-10-06,1.29408597946167,0.7736721038818359
LSTM,1Y,2M,42,2582,2014-10-20,1.3704915046691895,0.9342374205589294
LSTM,1Y,2M,42,2592,2014-11-03,1.4716459512710571,0.6231933832168579
LSTM,1Y,2M,42,2602,2014-11-17,1.7039709091186523,1.0889379978179932
LSTM,1Y,2M,42,2612,2014-12-01,1.8879426717758179,1.5365301370620728
LSTM,1Y,2M,42,2622,2014-12-15,1.5781471729278564,0.9409831166267395
LSTM,1Y,2M,42,2632,2014-12-31,1.3970692157745361,0.8522849082946777
LSTM,1Y,2M,42,2642,2015-01-15,1.0276209115982056,0.763064980506897
LSTM,1Y,2M,42,2652,2015-01-29,1.0438705682754517,0.7984081506729126
LSTM,1Y,2M,42,2662,2015-02-12,0.861041784286499,0.6872614622116089
LSTM,1Y,2M,42,2672,2015-02-26,1.0961090326309204,0.9497826099395752
LSTM,1Y,2M,42,2682,2015-03-12,1.1776751279830933,0.8554961085319519
LSTM,1Y,2M,42,2692,2015-03-26,1.2355986833572388,0.8948069214820862
LSTM,1Y,2M,42,2702,2015-04-13,1.373308539390564,1.0307888984680176
LSTM,1Y,2M,42,2712,2015-04-27,1.4023154973983765,0.9197134971618652
LSTM,1Y,2M,42,2722,2015-05-11,1.541234016418457,1.053366780281067
LSTM,1Y,2M,42,2732,2015-05-25,1.6626454591751099,1.2271544933319092
LSTM,1Y,2M,42,2742,2015-06-08,1.582873821258545,0.8984780311584473
LSTM,1Y,2M,42,2752,2015-06-22,1.7032623291015625,0.8905988931655884
LSTM,1Y,2M,42,2762,2015-07-06,1.9066933393478394,0.9605343341827393
LSTM,1Y,2M,42,2772,2015-07-20,1.8618026971817017,1.1818358898162842
LSTM,1Y,2M,42,2782,2015-08-03,2.124783992767334,1.4198132753372192
LSTM,1Y,2M,42,2792,2015-08-17,2.0265402793884277,1.1643729209899902
LSTM,1Y,2M,42,2802,2015-08-31,1.7517986297607422,1.3165119886398315
LSTM,1Y,2M,42,2812,2015-09-14,1.5865051746368408,1.0579301118850708
LSTM,1Y,2M,42,2822,2015-09-28,1.5983272790908813,1.04782235622406
LSTM,1Y,2M,42,2832,2015-10-12,1.176884412765503,0.6378347873687744
LSTM,1Y,2M,42,2842,2015-10-26,1.3414634466171265,0.696247935295105
LSTM,1Y,2M,42,2852,2015-11-09,1.5146427154541016,0.9729352593421936
LSTM,1Y,2M,42,2862,2015-11-23,1.6722102165222168,1.1287463903427124
LSTM,1Y,2M,42,2872,2015-12-07,1.6389878988265991,1.3648649454116821
LSTM,1Y,2M,42,2882,2015-12-21,1.81354820728302,1.431715488433838
LSTM,1Y,2M,42,2892,2016-01-06,2.0182859897613525,1.5191110372543335
LSTM,1Y,2M,42,2902,2016-01-20,1.8481258153915405,1.2351417541503906
LSTM,1Y,2M,42,2912,2016-02-03,1.78171706199646,1.0914562940597534
LSTM,1Y,2M,42,2922,2016-02-17,1.696952223777771,1.18585205078125
LSTM,1Y,2M,42,2932,2016-03-02,1.448299765586853,0.666467547416687
LSTM,1Y,2M,42,2942,2016-03-16,1.1978838443756104,0.5906499028205872
LSTM,1Y,2M,42,2952,2016-04-01,1.303244709968567,0.7643194198608398
LSTM,1Y,2M,42,2962,2016-04-15,1.2115027904510498,0.7333568334579468
LSTM,1Y,2M,42,2972,2016-04-29,1.9048079252243042,0.8778637051582336
LSTM,1Y,2M,42,2982,2016-05-13,2.083024024963379,0.8731164932250977
LSTM,1Y,2M,42,2992,2016-05-27,1.9331074953079224,1.0308961868286133
LSTM,1Y,2M,42,3002,2016-06-10,1.9266074895858765,0.9975031018257141
LSTM,1Y,2M,42,3012,2016-06-24,1.2806155681610107,0.8975861668586731
LSTM,1Y,2M,42,3022,2016-07-08,0.9036262035369873,0.6591771841049194
LSTM,1Y,2M,42,3032,2016-07-22,0.9100133776664734,0.7252550721168518
LSTM,1Y,2M,42,3042,2016-08-05,0.9383130073547363,0.7542629837989807
LSTM,1Y,2M,42,3052,2016-08-19,0.9061163067817688,0.5870492458343506
LSTM,1Y,2M,42,3062,2016-09-02,0.8988392353057861,0.6524584293365479
LSTM,1Y,2M,42,3072,2016-09-16,0.8571385741233826,0.507084310054779
LSTM,1Y,2M,42,3082,2016-09-30,0.751406192779541,0.4642261862754822
LSTM,1Y,2M,42,3092,2016-10-14,0.8608540892601013,0.5564577579498291
LSTM,1Y,2M,42,3102,2016-10-28,0.8435600996017456,0.5701764225959778
LSTM,1Y,2M,42,3112,2016-11-11,0.7197139263153076,0.369413822889328
LSTM,1Y,2M,42,3122,2016-11-25,0.6603655219078064,0.4101298451423645
LSTM,1Y,2M,42,3132,2016-12-09,0.6757526397705078,0.4369697868824005
LSTM,1Y,2M,42,3142,2016-12-23,0.7165995240211487,0.5026674270629883
LSTM,1Y,2M,42,3152,2017-01-09,0.7341060638427734,0.4519928991794586
LSTM,1Y,2M,42,3162,2017-01-23,0.6713947653770447,0.39962488412857056
LSTM,1Y,2M,42,3172,2017-02-06,0.6546229720115662,0.357275128364563
LSTM,1Y,2M,42,3182,2017-02-20,0.5803696513175964,0.37735217809677124
LSTM,1Y,2M,42,3192,2017-03-06,0.7583199143409729,0.3733416199684143
LSTM,1Y,2M,42,3202,2017-03-20,0.8165263533592224,0.3544939458370209
LSTM,1Y,2M,42,3212,2017-04-03,0.7856942415237427,0.3774222433567047
LSTM,1Y,2M,42,3222,2017-04-19,0.8197252750396729,0.34326913952827454
LSTM,1Y,2M,42,3232,2017-05-03,0.6595355272293091,0.43168559670448303
LSTM,1Y,2M,42,3242,2017-05-17,0.6933586597442627,0.47084012627601624
LSTM,1Y,2M,42,3252,2017-05-31,0.7141271233558655,0.5136842727661133
LSTM,1Y,2M,42,3262,2017-06-14,0.7280240654945374,0.5187566876411438
LSTM,1Y,2M,42,3272,2017-06-28,0.7724549770355225,0.6158704161643982
LSTM,1Y,2M,42,3282,2017-07-12,0.7178980708122253,0.5116654634475708
LSTM,1Y,2M,42,3292,2017-07-26,0.6375651955604553,0.48064711689949036
LSTM,1Y,2M,42,3302,2017-08-09,0.5641778111457825,0.32576224207878113
LSTM,1Y,2M,42,3312,2017-08-23,0.5264492034912109,0.37697282433509827
LSTM,1Y,2M,42,3322,2017-09-06,0.4864370822906494,0.2891244888305664
LSTM,1Y,2M,42,3332,2017-09-20,0.5827317833900452,0.4383120834827423
LSTM,1Y,2M,42,3342,2017-10-04,0.6281487345695496,0.4404046833515167
LSTM,1Y,2M,42,3352,2017-10-18,0.9948618412017822,0.6427749991416931
LSTM,1Y,2M,42,3362,2017-11-01,0.9743890166282654,0.8226765394210815
LSTM,1Y,2M,42,3372,2017-11-15,0.6761312484741211,0.47086578607559204
LSTM,1Y,2M,42,3382,2017-11-29,0.7141181826591492,0.46188563108444214
LSTM,1Y,2M,42,3392,2017-12-13,0.9312391877174377,0.5640712380409241
LSTM,1Y,2M,42,3402,2017-12-29,0.9647013545036316,0.6018292903900146
LSTM,1Y,2M,42,3412,2018-01-15,1.0478507280349731,0.5481941103935242
LSTM,1Y,2M,42,3422,2018-01-29,1.1340070962905884,0.8323451280593872
LSTM,1Y,2M,42,3432,2018-02-12,0.9932413697242737,0.7969530820846558
LSTM,1Y,2M,42,3442,2018-02-26,0.8709340691566467,0.6219124794006348
LSTM,1Y,2M,42,3452,2018-03-12,0.9324986934661865,0.7602653503417969
LSTM,1Y,2M,42,3462,2018-03-26,0.9049893021583557,0.6484917998313904
LSTM,1Y,2M,42,3472,2018-04-11,0.6287572979927063,0.5065068006515503
LSTM,1Y,2M,42,3482,2018-04-25,0.9753090739250183,0.6120298504829407
LSTM,1Y,2M,42,3492,2018-05-09,0.9572213292121887,0.6577117443084717
LSTM,1Y,2M,42,3502,2018-05-23,0.816512405872345,0.580575168132782
LSTM,1Y,2M,42,3512,2018-06-06,0.8643741011619568,0.6370168924331665
LSTM,1Y,2M,42,3522,2018-06-20,0.8188806176185608,0.5874972343444824
LSTM,1Y,2M,42,3532,2018-07-04,0.7822523713111877,0.49640196561813354
LSTM,1Y,2M,42,3542,2018-07-18,0.7886497378349304,0.4847034215927124
LSTM,1Y,2M,42,3552,2018-08-01,0.7588925957679749,0.32982075214385986
LSTM,1Y,2M,42,3562,2018-08-15,0.7882088422775269,0.6312703490257263
LSTM,1Y,2M,42,3572,2018-08-29,0.9540427923202515,0.7819950580596924
LSTM,1Y,2M,42,3582,2018-09-12,0.8857532143592834,0.6640985012054443
LSTM,1Y,2M,42,3592,2018-09-26,1.169975757598877,0.9249908924102783
LSTM,1Y,2M,42,3602,2018-10-10,1.203652262687683,0.7967086434364319
LSTM,1Y,2M,42,3612,2018-10-24,1.1145440340042114,0.6302371621131897
LSTM,1Y,2M,42,3622,2018-11-07,1.125840425491333,0.8816584944725037
LSTM,1Y,2M,42,3632,2018-11-21,1.263663411140442,0.7018910050392151
LSTM,1Y,2M,42,3642,2018-12-05,1.1415507793426514,0.6460535526275635
LSTM,1Y,2M,42,3652,2018-12-19,1.0206345319747925,0.5458810925483704
LSTM,1Y,2M,42,3662,2019-01-07,1.2035430669784546,1.0007450580596924
LSTM,1Y,2M,42,3672,2019-01-21,0.7229262590408325,0.46325868368148804
LSTM,1Y,2M,42,3682,2019-02-04,0.7556237578392029,0.4068652391433716
LSTM,1Y,2M,42,3692,2019-02-18,0.6007159948348999,0.3012341856956482
LSTM,1Y,2M,42,3702,2019-03-04,0.6724665760993958,0.51781165599823
LSTM,1Y,2M,42,3712,2019-03-18,0.8376641273498535,0.30583909153938293
LSTM,1Y,2M,42,3722,2019-04-01,0.8314573168754578,0.4067589342594147
LSTM,1Y,2M,42,3732,2019-04-15,0.9788463115692139,0.5362027287483215
LSTM,1Y,2M,42,3742,2019-05-01,0.9577626585960388,0.47586971521377563
LSTM,1Y,2M,42,3752,2019-05-15,0.7704710960388184,0.43137818574905396
LSTM,1Y,2M,42,3762,2019-05-29,0.6305971145629883,0.36127588152885437
LSTM,1Y,2M,42,3772,2019-06-12,0.904100775718689,0.3302346169948578
LSTM,1Y,2M,42,3782,2019-06-26,1.0639805793762207,0.5488185882568359
LSTM,1Y,2M,42,3792,2019-07-10,1.0366466045379639,0.6077558994293213
LSTM,1Y,2M,42,3802,2019-07-24,1.0926920175552368,0.733086347579956
LSTM,1Y,2M,42,3812,2019-08-07,1.2224847078323364,0.8182517886161804
LSTM,1Y,2M,42,3822,2019-08-21,0.8917046189308167,0.5554229021072388
LSTM,1Y,2M,42,3832,2019-09-04,0.9348276853561401,0.46680834889411926
LSTM,1Y,2M,42,3842,2019-09-18,1.2514454126358032,0.9875143766403198
LSTM,1Y,2M,42,3852,2019-10-02,1.1191222667694092,0.8260912895202637
LSTM,1Y,2M,42,3862,2019-10-16,0.6044526696205139,0.3913639187812805
LSTM,1Y,2M,42,3872,2019-10-30,0.6316203474998474,0.3955022394657135
LSTM,1Y,2M,42,3882,2019-11-13,0.6500923037528992,0.40469756722450256
LSTM,1Y,2M,42,3892,2019-11-27,0.8067259788513184,0.4490465521812439
LSTM,1Y,2M,42,3902,2019-12-11,0.8215961456298828,0.5067682266235352
LSTM,1Y,2M,42,3912,2019-12-27,1.0960813760757446,0.5945290327072144
LSTM,1Y,2M,42,3922,2020-01-13,2.0806214809417725,0.7334639430046082
LSTM,1Y,2M,42,3932,2020-01-27,3.5720503330230713,1.2692464590072632
LSTM,1Y,2M,42,3942,2020-02-10,3.7689976692199707,1.8640645742416382
LSTM,1Y,2M,42,3952,2020-02-24,3.869805097579956,2.0895280838012695
LSTM,1Y,2M,42,3962,2020-03-09,3.5632824897766113,2.3232600688934326
LSTM,1Y,2M,42,3972,2020-03-23,2.6218793392181396,1.4903779029846191
LSTM,1Y,2M,42,3982,2020-04-06,2.1651053428649902,1.3760089874267578
LSTM,1Y,2M,42,3992,2020-04-22,2.8010408878326416,2.0619940757751465
LSTM,1Y,2M,42,4002,2020-05-06,2.271937131881714,1.613126516342163
LSTM,1Y,2M,42,4012,2020-05-20,1.8961207866668701,1.0113688707351685
LSTM,1Y,2M,42,4022,2020-06-03,1.890403151512146,1.460381031036377
LSTM,1Y,2M,42,4032,2020-06-17,1.544201135635376,1.0601485967636108
LSTM,1Y,2M,42,4042,2020-07-01,2.4493370056152344,2.057816982269287
LSTM,1Y,2M,42,4052,2020-07-15,1.2465605735778809,0.9001743793487549
LSTM,1Y,2M,42,4062,2020-07-29,1.3392153978347778,0.9396874904632568
